group,kind,insertion_type,insertion,temp_c,test_number,test_name,freq_ghz,lut,lo_idac,pa_channel,corr_median,corr_mean,n,mad_multiplier
TXPA LUT69 @ 81GHz tests 53211-53218,TXPA,FE,S2,-40,53213,TXPA_81FwLu69Tx3__D095,81,69.0,,TX3,3.67292710933415,3.6544225385449174,11999,5.0
TXPA LUT69 @ 81GHz tests 53211-53218,TXPA,FE,S2,-40,53214,TXPA_81FwLu69Tx4__D095,81,69.0,,TX4,3.68542410933415,3.6642821481702343,11994,5.0
TXPA LUT69 @ 81GHz tests 53211-53218,TXPA,FE,S2,-40,53215,TXPA_81FwLu69Tx5__D095,81,69.0,,TX5,3.6745041093341495,3.654973352484321,11993,5.0
TXPA LUT69 @ 81GHz tests 53211-53218,TXPA,FE,S2,-40,53216,TXPA_81FwLu69Tx6__D095,81,69.0,,TX6,3.6737296093341496,3.655654012172213,11980,5.0
TXPA LUT69 @ 81GHz tests 53211-53218,TXPA,FE,S2,-40,53217,TXPA_81FwLu69Tx7__D095,81,69.0,,TX7,3.68361910933415,3.663100545125907,11986,5.0
TXPA LUT69 @ 81GHz tests 53211-53218,TXPA,FE,S2,-40,53218,TXPA_81FwLu69Tx8__D095,81,69.0,,TX8,3.63373210933415,3.6151677784872582,11985,5.0
TXPA LUT69 @ 81GHz tests 53211-53218,TXPA,FE,S3,25,53211,TXPA_81FwLu69Tx1__D095,81,69.0,,TX1,3.69763463933415,3.671002236793734,11691,5.0
TXPA LUT69 @ 81GHz tests 53211-53218,TXPA,FE,S3,25,53212,TXPA_81FwLu69Tx2__D095,81,69.0,,TX2,3.73535863933415,3.7100254306690243,11679,5.0
TXPA LUT69 @ 81GHz tests 53211-53218,TXPA,FE,S3,25,53213,TXPA_81FwLu69Tx3__D095,81,69.0,,TX3,3.7503026393341496,3.7245077433314107,11683,5.0
TXPA LUT69 @ 81GHz tests 53211-53218,TXPA,FE,S3,25,53214,TXPA_81FwLu69Tx4__D095,81,69.0,,TX4,3.76996713933415,3.742288089180093,11684,5.0
TXPA LUT69 @ 81GHz tests 53211-53218,TXPA,FE,S3,25,53215,TXPA_81FwLu69Tx5__D095,81,69.0,,TX5,3.75376463933415,3.727541792824117,11662,5.0
TXPA LUT69 @ 81GHz tests 53211-53218,TXPA,FE,S3,25,53216,TXPA_81FwLu69Tx6__D095,81,69.0,,TX6,3.74953263933415,3.723355649964241,11665,5.0
TXPA LUT69 @ 81GHz tests 53211-53218,TXPA,FE,S3,25,53217,TXPA_81FwLu69Tx7__D095,81,69.0,,TX7,3.75706063933415,3.731031946334407,11671,5.0
TXPA LUT69 @ 81GHz tests 53211-53218,TXPA,FE,S3,25,53218,TXPA_81FwLu69Tx8__D095,81,69.0,,TX8,3.72323713933415,3.6954184460042456,11664,5.0
TXPA LUT86 @ 76GHz tests 55187-55194,TXPA,FE,S1,135,55187,TXPC_76FwLu86Tx1__D095,76,86.0,,TX1,6.40663738872564,6.383949837855266,11834,5.0
TXPA LUT86 @ 76GHz tests 55187-55194,TXPA,FE,S1,135,55188,TXPC_76FwLu86Tx2__D095,76,86.0,,TX2,6.43534088872564,6.415167879103763,11848,5.0
TXPA LUT86 @ 76GHz tests 55187-55194,TXPA,FE,S1,135,55189,TXPC_76FwLu86Tx3__D095,76,86.0,,TX3,6.4497663887256405,6.428424559116702,11814,5.0
TXPA LUT86 @ 76GHz tests 55187-55194,TXPA,FE,S1,135,55190,TXPC_76FwLu86Tx4__D095,76,86.0,,TX4,6.46734738872564,6.44811508206236,11811,5.0
TXPA LUT86 @ 76GHz tests 55187-55194,TXPA,FE,S1,135,55191,TXPC_76FwLu86Tx5__D095,76,86.0,,TX5,6.44596938872564,6.428057242537758,11752,5.0
TXPA LUT86 @ 76GHz tests 55187-55194,TXPA,FE,S1,135,55192,TXPC_76FwLu86Tx6__D095,76,86.0,,TX6,6.44544338872564,6.4250062655028914,11816,5.0
TXPA LUT86 @ 76GHz tests 55187-55194,TXPA,FE,S1,135,55193,TXPC_76FwLu86Tx7__D095,76,86.0,,TX7,6.44889488872564,6.434393475770862,11764,5.0
TXPA LUT86 @ 76GHz tests 55187-55194,TXPA,FE,S1,135,55194,TXPC_76FwLu86Tx8__D095,76,86.0,,TX8,6.43574738872564,6.4187443077688,11747,5.0
TXPA LUT86 @ 76GHz tests 55187-55194,TXPA,FE,S2,-40,55187,TXPC_76FwLu86Tx1__D095,76,86.0,,TX1,6.60634494872564,6.605043203378841,11981,5.0
TXPA LUT86 @ 76GHz tests 55187-55194,TXPA,FE,S2,-40,55188,TXPC_76FwLu86Tx2__D095,76,86.0,,TX2,6.63712794872564,6.633607948558946,11998,5.0
TXPA LUT86 @ 76GHz tests 55187-55194,TXPA,FE,S2,-40,55189,TXPC_76FwLu86Tx3__D095,76,86.0,,TX3,6.65119344872564,6.650920226142307,12000,5.0
TXPA LUT86 @ 76GHz tests 55187-55194,TXPA,FE,S2,-40,55190,TXPC_76FwLu86Tx4__D095,76,86.0,,TX4,6.6609929487256405,6.6535532483420505,11992,5.0
TXPA LUT86 @ 76GHz tests 55187-55194,TXPA,FE,S2,-40,55191,TXPC_76FwLu86Tx5__D095,76,86.0,,TX5,6.642582948725639,6.640911286868938,11989,5.0
TXPA LUT86 @ 76GHz tests 55187-55194,TXPA,FE,S2,-40,55192,TXPC_76FwLu86Tx6__D095,76,86.0,,TX6,6.65180444872564,6.650922196056303,11988,5.0
TXPA LUT86 @ 76GHz tests 55187-55194,TXPA,FE,S2,-40,55193,TXPC_76FwLu86Tx7__D095,76,86.0,,TX7,6.65686594872564,6.657674339884939,11990,5.0
TXPA LUT86 @ 76GHz tests 55187-55194,TXPA,FE,S2,-40,55194,TXPC_76FwLu86Tx8__D095,76,86.0,,TX8,6.618944948725639,6.618712923698527,11987,5.0
TXPA LUT86 @ 76GHz tests 55187-55194,TXPA,FE,S3,25,55187,TXPC_76FwLu86Tx1__D095,76,86.0,,TX1,6.585741453725641,6.57497290903171,11713,5.0
TXPA LUT86 @ 76GHz tests 55187-55194,TXPA,FE,S3,25,55188,TXPC_76FwLu86Tx2__D095,76,86.0,,TX2,6.61959845372564,6.608013730029079,11719,5.0
TXPA LUT86 @ 76GHz tests 55187-55194,TXPA,FE,S3,25,55189,TXPC_76FwLu86Tx3__D095,76,86.0,,TX3,6.63181945372564,6.622672532612348,11713,5.0
TXPA LUT86 @ 76GHz tests 55187-55194,TXPA,FE,S3,25,55190,TXPC_76FwLu86Tx4__D095,76,86.0,,TX4,6.644521453725639,6.631407895772549,11725,5.0
TXPA LUT86 @ 76GHz tests 55187-55194,TXPA,FE,S3,25,55191,TXPC_76FwLu86Tx5__D095,76,86.0,,TX5,6.62226045372564,6.612250993940803,11712,5.0
TXPA LUT86 @ 76GHz tests 55187-55194,TXPA,FE,S3,25,55192,TXPC_76FwLu86Tx6__D095,76,86.0,,TX6,6.62900845372564,6.620400862672964,11713,5.0
TXPA LUT86 @ 76GHz tests 55187-55194,TXPA,FE,S3,25,55193,TXPC_76FwLu86Tx7__D095,76,86.0,,TX7,6.6343114537256405,6.6261357172564574,11714,5.0
TXPA LUT86 @ 76GHz tests 55187-55194,TXPA,FE,S3,25,55194,TXPC_76FwLu86Tx8__D095,76,86.0,,TX8,6.60691445372564,6.597238130382061,11712,5.0
TXPA LUT86 @ 77GHz tests 54187-54194,TXPA,FE,S1,135,54187,TXPB_77FwLu86Tx1__D095,77,86.0,,TX1,6.14861119132727,6.126123492906485,11778,5.0
TXPA LUT86 @ 77GHz tests 54187-54194,TXPA,FE,S1,135,54188,TXPB_77FwLu86Tx2__D095,77,86.0,,TX2,6.178326191327271,6.159570886990514,11783,5.0
TXPA LUT86 @ 77GHz tests 54187-54194,TXPA,FE,S1,135,54189,TXPB_77FwLu86Tx3__D095,77,86.0,,TX3,6.18701769132727,6.166558272928633,11740,5.0
TXPA LUT86 @ 77GHz tests 54187-54194,TXPA,FE,S1,135,54190,TXPB_77FwLu86Tx4__D095,77,86.0,,TX4,6.21013719132727,6.191786043728943,11721,5.0
TXPA LUT86 @ 77GHz tests 54187-54194,TXPA,FE,S1,135,54191,TXPB_77FwLu86Tx5__D095,77,86.0,,TX5,6.18646919132727,6.171212822278629,11657,5.0
TXPA LUT86 @ 77GHz tests 54187-54194,TXPA,FE,S1,135,54192,TXPB_77FwLu86Tx6__D095,77,86.0,,TX6,6.187006191327271,6.169627335159964,11715,5.0
TXPA LUT86 @ 77GHz tests 54187-54194,TXPA,FE,S1,135,54193,TXPB_77FwLu86Tx7__D095,77,86.0,,TX7,6.19201719132727,6.178304562501067,11663,5.0
TXPA LUT86 @ 77GHz tests 54187-54194,TXPA,FE,S1,135,54194,TXPB_77FwLu86Tx8__D095,77,86.0,,TX8,6.1759671913272705,6.161606755368161,11641,5.0
TXPA LUT86 @ 77GHz tests 54187-54194,TXPA,FE,S2,-40,54187,TXPB_77FwLu86Tx1__D095,77,86.0,,TX1,6.20877947132727,6.205418143890689,11984,5.0
TXPA LUT86 @ 77GHz tests 54187-54194,TXPA,FE,S2,-40,54188,TXPB_77FwLu86Tx2__D095,77,86.0,,TX2,6.2409824713272695,6.234813378280747,11994,5.0
TXPA LUT86 @ 77GHz tests 54187-54194,TXPA,FE,S2,-40,54189,TXPB_77FwLu86Tx3__D095,77,86.0,,TX3,6.250753971327271,6.246757128717705,12002,5.0
TXPA LUT86 @ 77GHz tests 54187-54194,TXPA,FE,S2,-40,54190,TXPB_77FwLu86Tx4__D095,77,86.0,,TX4,6.263624471327271,6.254490953361451,11995,5.0
TXPA LUT86 @ 77GHz tests 54187-54194,TXPA,FE,S2,-40,54191,TXPB_77FwLu86Tx5__D095,77,86.0,,TX5,6.24307047132727,6.238336897409151,11993,5.0
TXPA LUT86 @ 77GHz tests 54187-54194,TXPA,FE,S2,-40,54192,TXPB_77FwLu86Tx6__D095,77,86.0,,TX6,6.253715971327271,6.250976182753458,11990,5.0
TXPA LUT86 @ 77GHz tests 54187-54194,TXPA,FE,S2,-40,54193,TXPB_77FwLu86Tx7__D095,77,86.0,,TX7,6.25752247132727,6.255098783253876,11990,5.0
TXPA LUT86 @ 77GHz tests 54187-54194,TXPA,FE,S2,-40,54194,TXPB_77FwLu86Tx8__D095,77,86.0,,TX8,6.217010971327269,6.214496908107921,11990,5.0
TXPA LUT86 @ 77GHz tests 54187-54194,TXPA,FE,S3,25,54187,TXPB_77FwLu86Tx1__D095,77,86.0,,TX1,6.28087896132727,6.267193410230197,11713,5.0
TXPA LUT86 @ 77GHz tests 54187-54194,TXPA,FE,S3,25,54188,TXPB_77FwLu86Tx2__D095,77,86.0,,TX2,6.31660396132727,6.301670116454053,11713,5.0
TXPA LUT86 @ 77GHz tests 54187-54194,TXPA,FE,S3,25,54189,TXPB_77FwLu86Tx3__D095,77,86.0,,TX3,6.32394196132727,6.3104830136801615,11709,5.0
TXPA LUT86 @ 77GHz tests 54187-54194,TXPA,FE,S3,25,54190,TXPB_77FwLu86Tx4__D095,77,86.0,,TX4,6.339655961327271,6.323737349111968,11723,5.0
TXPA LUT86 @ 77GHz tests 54187-54194,TXPA,FE,S3,25,54191,TXPB_77FwLu86Tx5__D095,77,86.0,,TX5,6.3156479613272705,6.302289062428798,11711,5.0
TXPA LUT86 @ 77GHz tests 54187-54194,TXPA,FE,S3,25,54192,TXPB_77FwLu86Tx6__D095,77,86.0,,TX6,6.32530896132727,6.312777002833804,11709,5.0
TXPA LUT86 @ 77GHz tests 54187-54194,TXPA,FE,S3,25,54193,TXPB_77FwLu86Tx7__D095,77,86.0,,TX7,6.32873596132727,6.316364231329833,11711,5.0
TXPA LUT86 @ 77GHz tests 54187-54194,TXPA,FE,S3,25,54194,TXPB_77FwLu86Tx8__D095,77,86.0,,TX8,6.298972461327271,6.286010350396442,11710,5.0
TXPA LUT86 @ 81GHz tests 53219-53226,TXPA,FE,S1,135,53219,TXPA_81FwLu86Tx1__D095,81,86.0,,TX1,5.741503654334149,5.740675125832082,11122,5.0
TXPA LUT86 @ 81GHz tests 53219-53226,TXPA,FE,S1,135,53220,TXPA_81FwLu86Tx2__D095,81,86.0,,TX2,5.775834654334149,5.779218705697211,11078,5.0
TXPA LUT86 @ 81GHz tests 53219-53226,TXPA,FE,S1,135,53221,TXPA_81FwLu86Tx3__D095,81,86.0,,TX3,5.78980215433415,5.788581389771481,11090,5.0
TXPA LUT86 @ 81GHz tests 53219-53226,TXPA,FE,S1,135,53222,TXPA_81FwLu86Tx4__D095,81,86.0,,TX4,5.81231465433415,5.815887056125519,11053,5.0
TXPA LUT86 @ 81GHz tests 53219-53226,TXPA,FE,S1,135,53223,TXPA_81FwLu86Tx5__D095,81,86.0,,TX5,5.79359765433415,5.7995400818769856,10972,5.0
TXPA LUT86 @ 81GHz tests 53219-53226,TXPA,FE,S1,135,53224,TXPA_81FwLu86Tx6__D095,81,86.0,,TX6,5.783954654334149,5.7878329546146166,11053,5.0
TXPA LUT86 @ 81GHz tests 53219-53226,TXPA,FE,S1,135,53225,TXPA_81FwLu86Tx7__D095,81,86.0,,TX7,5.79416265433415,5.802965708294591,10971,5.0
TXPA LUT86 @ 81GHz tests 53219-53226,TXPA,FE,S1,135,53226,TXPA_81FwLu86Tx8__D095,81,86.0,,TX8,5.7758756543341505,5.785387527014892,10941,5.0
TXPA LUT86 @ 81GHz tests 53219-53226,TXPA,FE,S2,-40,53219,TXPA_81FwLu86Tx1__D095,81,86.0,,TX1,5.53765215933415,5.519154382815526,12001,5.0
TXPA LUT86 @ 81GHz tests 53219-53226,TXPA,FE,S2,-40,53220,TXPA_81FwLu86Tx2__D095,81,86.0,,TX2,5.5747166593341495,5.554622758450523,11996,5.0
TXPA LUT86 @ 81GHz tests 53219-53226,TXPA,FE,S2,-40,53221,TXPA_81FwLu86Tx3__D095,81,86.0,,TX3,5.59052515933415,5.572146612834149,12000,5.0
TXPA LUT86 @ 81GHz tests 53219-53226,TXPA,FE,S2,-40,53222,TXPA_81FwLu86Tx4__D095,81,86.0,,TX4,5.59853565933415,5.578678213703729,11992,5.0
TXPA LUT86 @ 81GHz tests 53219-53226,TXPA,FE,S2,-40,53223,TXPA_81FwLu86Tx5__D095,81,86.0,,TX5,5.586098159334149,5.567381224471764,11990,5.0
TXPA LUT86 @ 81GHz tests 53219-53226,TXPA,FE,S2,-40,53224,TXPA_81FwLu86Tx6__D095,81,86.0,,TX6,5.591329159334149,5.571732490999148,11988,5.0
TXPA LUT86 @ 81GHz tests 53219-53226,TXPA,FE,S2,-40,53225,TXPA_81FwLu86Tx7__D095,81,86.0,,TX7,5.59853615933415,5.578618048936418,11993,5.0
TXPA LUT86 @ 81GHz tests 53219-53226,TXPA,FE,S2,-40,53226,TXPA_81FwLu86Tx8__D095,81,86.0,,TX8,5.55489065933415,5.534181977925606,11984,5.0
TXPA LUT86 @ 81GHz tests 53219-53226,TXPA,FE,S3,25,53219,TXPA_81FwLu86Tx1__D095,81,86.0,,TX1,5.60953854933415,5.582602000378313,11684,5.0
TXPA LUT86 @ 81GHz tests 53219-53226,TXPA,FE,S3,25,53220,TXPA_81FwLu86Tx2__D095,81,86.0,,TX2,5.6477310493341495,5.620969506645998,11666,5.0
TXPA LUT86 @ 81GHz tests 53219-53226,TXPA,FE,S3,25,53221,TXPA_81FwLu86Tx3__D095,81,86.0,,TX3,5.661280549334149,5.6351343234393045,11678,5.0
TXPA LUT86 @ 81GHz tests 53219-53226,TXPA,FE,S3,25,53222,TXPA_81FwLu86Tx4__D095,81,86.0,,TX4,5.67702754933415,5.650179909855054,11672,5.0
TXPA LUT86 @ 81GHz tests 53219-53226,TXPA,FE,S3,25,53223,TXPA_81FwLu86Tx5__D095,81,86.0,,TX5,5.66062554933415,5.634567870753515,11639,5.0
TXPA LUT86 @ 81GHz tests 53219-53226,TXPA,FE,S3,25,53224,TXPA_81FwLu86Tx6__D095,81,86.0,,TX6,5.65909154933415,5.633486827450303,11657,5.0
TXPA LUT86 @ 81GHz tests 53219-53226,TXPA,FE,S3,25,53225,TXPA_81FwLu86Tx7__D095,81,86.0,,TX7,5.66592954933415,5.640866535951633,11657,5.0
TXPA LUT86 @ 81GHz tests 53219-53226,TXPA,FE,S3,25,53226,TXPA_81FwLu86Tx8__D095,81,86.0,,TX8,5.63566254933415,5.6077272916243315,11641,5.0
TXPA LUT114 @ 76GHz tests 55195-55202,TXPA,FE,S1,135,55195,TXPC_76FwLu114Tx1_D095,76,114.0,,TX1,8.543848593725642,8.529525830173359,11677,5.0
TXPA LUT114 @ 76GHz tests 55195-55202,TXPA,FE,S1,135,55196,TXPC_76FwLu114Tx2_D095,76,114.0,,TX2,8.573463593725641,8.563636097196971,11667,5.0
TXPA LUT114 @ 76GHz tests 55195-55202,TXPA,FE,S1,135,55197,TXPC_76FwLu114Tx3_D095,76,114.0,,TX3,8.587955093725641,8.5747609143396,11662,5.0
TXPA LUT114 @ 76GHz tests 55195-55202,TXPA,FE,S1,135,55198,TXPC_76FwLu114Tx4_D095,76,114.0,,TX4,8.60121159372564,8.59030992477489,11675,5.0
TXPA LUT114 @ 76GHz tests 55195-55202,TXPA,FE,S1,135,55199,TXPC_76FwLu114Tx5_D095,76,114.0,,TX5,8.578915593725641,8.569109089293246,11619,5.0
TXPA LUT114 @ 76GHz tests 55195-55202,TXPA,FE,S1,135,55200,TXPC_76FwLu114Tx6_D095,76,114.0,,TX6,8.581094593725641,8.57014634906029,11669,5.0
TXPA LUT114 @ 76GHz tests 55195-55202,TXPA,FE,S1,135,55201,TXPC_76FwLu114Tx7_D095,76,114.0,,TX7,8.58685009372564,8.581464696659204,11590,5.0
TXPA LUT114 @ 76GHz tests 55195-55202,TXPA,FE,S1,135,55202,TXPC_76FwLu114Tx8_D095,76,114.0,,TX8,8.57298609372564,8.566852391704566,11578,5.0
TXPA LUT114 @ 76GHz tests 55195-55202,TXPA,FE,S2,-40,55195,TXPC_76FwLu114Tx1_D095,76,114.0,,TX1,8.93845284372564,8.93625193326916,11983,5.0
TXPA LUT114 @ 76GHz tests 55195-55202,TXPA,FE,S2,-40,55196,TXPC_76FwLu114Tx2_D095,76,114.0,,TX2,8.969868843725639,8.96506258682578,11993,5.0
TXPA LUT114 @ 76GHz tests 55195-55202,TXPA,FE,S2,-40,55197,TXPC_76FwLu114Tx3_D095,76,114.0,,TX3,8.98420584372564,8.98134919598037,11997,5.0
TXPA LUT114 @ 76GHz tests 55195-55202,TXPA,FE,S2,-40,55198,TXPC_76FwLu114Tx4_D095,76,114.0,,TX4,8.98953184372564,8.98153442326541,11994,5.0
TXPA LUT114 @ 76GHz tests 55195-55202,TXPA,FE,S2,-40,55199,TXPC_76FwLu114Tx5_D095,76,114.0,,TX5,8.971412343725639,8.96801118167393,11990,5.0
TXPA LUT114 @ 76GHz tests 55195-55202,TXPA,FE,S2,-40,55200,TXPC_76FwLu114Tx6_D095,76,114.0,,TX6,8.98253284372564,8.980298369747324,11990,5.0
TXPA LUT114 @ 76GHz tests 55195-55202,TXPA,FE,S2,-40,55201,TXPC_76FwLu114Tx7_D095,76,114.0,,TX7,8.98902534372564,8.987648045294137,11986,5.0
TXPA LUT114 @ 76GHz tests 55195-55202,TXPA,FE,S2,-40,55202,TXPC_76FwLu114Tx8_D095,76,114.0,,TX8,8.953160843725641,8.950766852317566,11988,5.0
TXPA LUT114 @ 76GHz tests 55195-55202,TXPA,FE,S3,25,55195,TXPC_76FwLu114Tx1_D095,76,114.0,,TX1,8.87460717372564,8.861629918555584,11702,5.0
TXPA LUT114 @ 76GHz tests 55195-55202,TXPA,FE,S3,25,55196,TXPC_76FwLu114Tx2_D095,76,114.0,,TX2,8.908224673725641,8.894632481739993,11704,5.0
TXPA LUT114 @ 76GHz tests 55195-55202,TXPA,FE,S3,25,55197,TXPC_76FwLu114Tx3_D095,76,114.0,,TX3,8.920941173725641,8.908629052283029,11701,5.0
TXPA LUT114 @ 76GHz tests 55195-55202,TXPA,FE,S3,25,55198,TXPC_76FwLu114Tx4_D095,76,114.0,,TX4,8.929351673725641,8.914514590250052,11716,5.0
TXPA LUT114 @ 76GHz tests 55195-55202,TXPA,FE,S3,25,55199,TXPC_76FwLu114Tx5_D095,76,114.0,,TX5,8.90711367372564,8.894526268768375,11700,5.0
TXPA LUT114 @ 76GHz tests 55195-55202,TXPA,FE,S3,25,55200,TXPC_76FwLu114Tx6_D095,76,114.0,,TX6,8.91593367372564,8.905157979091326,11704,5.0
TXPA LUT114 @ 76GHz tests 55195-55202,TXPA,FE,S3,25,55201,TXPC_76FwLu114Tx7_D095,76,114.0,,TX7,8.92171017372564,8.911133511502278,11703,5.0
TXPA LUT114 @ 76GHz tests 55195-55202,TXPA,FE,S3,25,55202,TXPC_76FwLu114Tx8_D095,76,114.0,,TX8,8.89638967372564,8.884399389415266,11702,5.0
TXPA LUT114 @ 77GHz tests 54195-54202,TXPA,FE,S1,135,54195,TXPB_77FwLu114Tx1_D095,77,114.0,,TX1,8.27860459632727,8.267789322270504,11556,5.0
TXPA LUT114 @ 77GHz tests 54195-54202,TXPA,FE,S1,135,54196,TXPB_77FwLu114Tx2_D095,77,114.0,,TX2,8.30870609632727,8.302031406108469,11563,5.0
TXPA LUT114 @ 77GHz tests 54195-54202,TXPA,FE,S1,135,54197,TXPB_77FwLu114Tx3_D095,77,114.0,,TX3,8.31844709632727,8.309876427607096,11525,5.0
TXPA LUT114 @ 77GHz tests 54195-54202,TXPA,FE,S1,135,54198,TXPB_77FwLu114Tx4_D095,77,114.0,,TX4,8.33602609632727,8.32818266828746,11555,5.0
TXPA LUT114 @ 77GHz tests 54195-54202,TXPA,FE,S1,135,54199,TXPB_77FwLu114Tx5_D095,77,114.0,,TX5,8.31358659632727,8.309749278915465,11452,5.0
TXPA LUT114 @ 77GHz tests 54195-54202,TXPA,FE,S1,135,54200,TXPB_77FwLu114Tx6_D095,77,114.0,,TX6,8.31576009632727,8.309281159027817,11531,5.0
TXPA LUT114 @ 77GHz tests 54195-54202,TXPA,FE,S1,135,54201,TXPB_77FwLu114Tx7_D095,77,114.0,,TX7,8.32161009632727,8.32193628752818,11433,5.0
TXPA LUT114 @ 77GHz tests 54195-54202,TXPA,FE,S1,135,54202,TXPB_77FwLu114Tx8_D095,77,114.0,,TX8,8.305291596327269,8.304117759817391,11438,5.0
TXPA LUT114 @ 77GHz tests 54195-54202,TXPA,FE,S2,-40,54195,TXPB_77FwLu114Tx1_D095,77,114.0,,TX1,8.51581476632727,8.51035370283653,11986,5.0
TXPA LUT114 @ 77GHz tests 54195-54202,TXPA,FE,S2,-40,54196,TXPB_77FwLu114Tx2_D095,77,114.0,,TX2,8.54780676632727,8.539483730642761,11994,5.0
TXPA LUT114 @ 77GHz tests 54195-54202,TXPA,FE,S2,-40,54197,TXPB_77FwLu114Tx3_D095,77,114.0,,TX3,8.55790126632727,8.552036404993938,12000,5.0
TXPA LUT114 @ 77GHz tests 54195-54202,TXPA,FE,S2,-40,54198,TXPB_77FwLu114Tx4_D095,77,114.0,,TX4,8.56638876632727,8.556319072922784,11993,5.0
TXPA LUT114 @ 77GHz tests 54195-54202,TXPA,FE,S2,-40,54199,TXPB_77FwLu114Tx5_D095,77,114.0,,TX5,8.544795766327269,8.539445239471556,11990,5.0
TXPA LUT114 @ 77GHz tests 54195-54202,TXPA,FE,S2,-40,54200,TXPB_77FwLu114Tx6_D095,77,114.0,,TX6,8.55893276632727,8.554301310826393,11989,5.0
TXPA LUT114 @ 77GHz tests 54195-54202,TXPA,FE,S2,-40,54201,TXPB_77FwLu114Tx7_D095,77,114.0,,TX7,8.56295376632727,8.55929794018228,11987,5.0
TXPA LUT114 @ 77GHz tests 54195-54202,TXPA,FE,S2,-40,54202,TXPB_77FwLu114Tx8_D095,77,114.0,,TX8,8.52596726632727,8.52097693933361,11988,5.0
TXPA LUT114 @ 77GHz tests 54195-54202,TXPA,FE,S3,25,54195,TXPB_77FwLu114Tx1_D095,77,114.0,,TX1,8.57504792132727,8.559708627174423,11698,5.0
TXPA LUT114 @ 77GHz tests 54195-54202,TXPA,FE,S3,25,54196,TXPB_77FwLu114Tx2_D095,77,114.0,,TX2,8.61023542132727,8.593794282682943,11699,5.0
TXPA LUT114 @ 77GHz tests 54195-54202,TXPA,FE,S3,25,54197,TXPB_77FwLu114Tx3_D095,77,114.0,,TX3,8.61927342132727,8.603012665408974,11701,5.0
TXPA LUT114 @ 77GHz tests 54195-54202,TXPA,FE,S3,25,54198,TXPB_77FwLu114Tx4_D095,77,114.0,,TX4,8.63145642132727,8.613128563623137,11708,5.0
TXPA LUT114 @ 77GHz tests 54195-54202,TXPA,FE,S3,25,54199,TXPB_77FwLu114Tx5_D095,77,114.0,,TX5,8.60559742132727,8.591008727289122,11691,5.0
TXPA LUT114 @ 77GHz tests 54195-54202,TXPA,FE,S3,25,54200,TXPB_77FwLu114Tx6_D095,77,114.0,,TX6,8.61746142132727,8.603415911711064,11699,5.0
TXPA LUT114 @ 77GHz tests 54195-54202,TXPA,FE,S3,25,54201,TXPB_77FwLu114Tx7_D095,77,114.0,,TX7,8.62224342132727,8.608009351199843,11693,5.0
TXPA LUT114 @ 77GHz tests 54195-54202,TXPA,FE,S3,25,54202,TXPB_77FwLu114Tx8_D095,77,114.0,,TX8,8.59429542132727,8.579549134599034,11694,5.0
TXPA LUT114 @ 81GHz tests 53227-53234,TXPA,FE,S1,135,53227,TXPA_81FwLu114Tx1_D095,81,114.0,,TX1,7.86666049433415,7.893821751508954,10732,5.0
TXPA LUT114 @ 81GHz tests 53227-53234,TXPA,FE,S1,135,53228,TXPA_81FwLu114Tx2_D095,81,114.0,,TX2,7.90039449433415,7.9276350698076,10772,5.0
TXPA LUT114 @ 81GHz tests 53227-53234,TXPA,FE,S1,135,53229,TXPA_81FwLu114Tx3_D095,81,114.0,,TX3,7.91637549433415,7.941549593579328,10731,5.0
TXPA LUT114 @ 81GHz tests 53227-53234,TXPA,FE,S1,135,53230,TXPA_81FwLu114Tx4_D095,81,114.0,,TX4,7.93441249433415,7.962034093237293,10758,5.0
TXPA LUT114 @ 81GHz tests 53227-53234,TXPA,FE,S1,135,53231,TXPA_81FwLu114Tx5_D095,81,114.0,,TX5,7.9147324943341495,7.945499042497569,10672,5.0
TXPA LUT114 @ 81GHz tests 53227-53234,TXPA,FE,S1,135,53232,TXPA_81FwLu114Tx6_D095,81,114.0,,TX6,7.9073614943341495,7.934005763668474,10771,5.0
TXPA LUT114 @ 81GHz tests 53227-53234,TXPA,FE,S1,135,53233,TXPA_81FwLu114Tx7_D095,81,114.0,,TX7,7.91709449433415,7.949905934015947,10685,5.0
TXPA LUT114 @ 81GHz tests 53227-53234,TXPA,FE,S1,135,53234,TXPA_81FwLu114Tx8_D095,81,114.0,,TX8,7.89912949433415,7.931988337723471,10657,5.0
TXPA LUT114 @ 81GHz tests 53227-53234,TXPA,FE,S2,-40,53227,TXPA_81FwLu114Tx1_D095,81,114.0,,TX1,7.88208961933415,7.861043607408538,11991,5.0
TXPA LUT114 @ 81GHz tests 53227-53234,TXPA,FE,S2,-40,53228,TXPA_81FwLu114Tx2_D095,81,114.0,,TX2,7.91870911933415,7.895947811455665,11982,5.0
TXPA LUT114 @ 81GHz tests 53227-53234,TXPA,FE,S2,-40,53229,TXPA_81FwLu114Tx3_D095,81,114.0,,TX3,7.93502961933415,7.913240253968785,11988,5.0
TXPA LUT114 @ 81GHz tests 53227-53234,TXPA,FE,S2,-40,53230,TXPA_81FwLu114Tx4_D095,81,114.0,,TX4,7.93831561933415,7.916433598815341,11989,5.0
TXPA LUT114 @ 81GHz tests 53227-53234,TXPA,FE,S2,-40,53231,TXPA_81FwLu114Tx5_D095,81,114.0,,TX5,7.92533611933415,7.903804658643113,11982,5.0
